shortname,category,assign_count,chat_count,choice_count,database_count,feedback_count,file_count,folder_count,forum_count,glossary_count,label_count,languagelesson_count,lesson_count,lti_count,page_count,quiz_count,scorm_count,survey_count,url_count,wiki_count,workshop_count
ENGL135-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENGL160-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENGL160-WL0-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENGL210-00-S16,86,1,0,2,0,0,3,0,17,0,0,0,0,0,28,0,0,0,0,2,0
ENGL218-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENGL220-01-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENGL220-02-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENGL222-00-S16,86,2,0,0,0,0,17,0,5,0,0,0,0,0,13,0,0,0,16,0,0
ENGL228-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENGL229-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENGL238-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENGL251-00-S16,86,0,0,0,0,0,3,0,3,0,0,0,0,0,2,0,0,0,0,0,0
ENGL277-07-S16,86,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENGL279-07-S16,86,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENGL280-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENGL280-WL0-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENGL281-07-S16,86,3,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENGL282-07-S16,86,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENGL287-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENGL328-00-S16,86,1,0,0,0,0,45,0,5,1,0,0,0,0,4,0,0,0,23,0,0
ENGL332-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENGL370-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENGL371-00-S16,86,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0
ENGL391-11-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENGL395-00-S16,86,1,0,0,0,0,14,8,8,0,0,0,0,0,1,0,0,0,29,0,0
ENGL400-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENTS110-00-S16,86,0,0,0,0,0,6,0,2,0,0,0,0,0,28,0,0,0,9,0,0
ENTS110-WL0-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENTS232-00-S16,86,5,0,0,0,0,30,0,1,0,0,0,0,0,0,0,0,0,1,0,0
ENTS244-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENTS291-11-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENTS291-12-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENTS391-11-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENTS391-12-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
EUST159-00-S16,86,19,0,1,0,0,39,0,6,0,28,0,0,0,0,0,0,0,17,0,0
EUST398-00-S16,86,6,0,0,0,0,18,0,8,0,12,0,0,0,19,0,0,0,20,0,0
FREN103-01-S16,86,7,0,0,0,0,43,1,5,0,48,0,0,0,37,14,0,0,54,0,0
FREN103-02-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FREN103-03-S16,86,7,0,0,0,0,34,1,5,0,48,0,0,0,34,14,0,0,51,0,0
fren103-s16 (Cox),86,6,0,0,0,0,39,2,6,0,50,0,0,0,49,18,0,0,65,0,0
FREN208-07-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FREN210-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FREN244-00-S16,86,5,0,0,0,0,46,0,0,0,15,0,0,0,2,0,0,0,18,0,0
FREN246-07-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FREN248-07-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FREN249-07-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FREN308-00-S16,86,0,0,0,0,0,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FREN309-00-S16,86,16,0,0,0,0,52,10,2,1,5,0,0,0,23,0,0,0,81,0,0
FREN349-07-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FREN400-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GEOL110-01-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GEOL110-02-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
geol110-s16,86,0,0,0,0,1,15,2,2,0,11,0,0,0,0,0,0,0,0,0,0
GEOL110L-51-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GEOL110L-52-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GEOL110L-WL1-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GEOL110L-WL2-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GEOL120-01-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GEOL120-02-S16,86,10,0,0,0,1,59,7,7,0,0,0,0,0,38,0,0,0,18,0,0
GEOL120L-53-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GEOL120L-54-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GEOL120L-WL3-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GEOL120L-WL4-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GEOL230-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GEOL230L-51-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GEOL230L-52-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GEOL255-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GEOL255L-53-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GEOL255L-54-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GEOL291-11-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GEOL291-12-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GEOL370-00-S16,86,0,0,0,0,0,32,26,1,0,0,0,0,0,2,1,0,0,19,0,0
GEOL370L-52-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GEOL391-11-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GEOL391-12-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GEOL400-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GERM103-01-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GERM103-02-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
germ103-s16,86,3,0,0,0,0,6,1,1,0,0,0,0,0,20,0,0,0,1,0,0
GERM233-00-S16,86,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,2,0,0
GERM247-00-S16,86,1,0,0,0,0,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GERM253-00-S16,86,0,0,0,0,0,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Glassblowing2016,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GRK102-00-S16,86,37,0,0,0,1,8,1,2,0,10,0,0,0,0,0,0,0,2,0,0
GRK244-00-S16,86,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,3,1,0
GRK291-11-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HIST125-00-S16,86,5,0,0,0,0,0,20,13,0,0,0,0,0,0,0,0,0,1,0,0
HIST130-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HIST153-00-S16,86,0,0,0,0,0,14,0,25,0,0,0,0,0,0,0,0,0,0,0,0
HIST161-00-S16,86,0,0,0,0,0,55,0,1,0,46,0,0,0,0,0,0,0,2,0,0
HIST181-00-S16,86,3,0,0,0,0,25,0,6,0,19,0,0,0,0,0,0,0,5,0,0
HIST215-00-S16,86,5,0,0,0,0,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0
HIST217-00-S16,86,1,0,0,0,0,1,4,8,0,2,0,0,0,12,0,0,0,0,0,0
HIST219-00-S16,86,8,0,0,0,0,0,20,12,0,0,0,0,0,0,0,0,0,1,0,0
HIST229-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HIST234-00-S16,86,14,0,0,0,0,32,0,10,0,0,0,0,0,0,0,0,0,0,0,0
HIST237-00-S16,86,4,0,0,0,0,18,10,17,0,0,0,0,0,28,0,0,0,0,0,0
HIST261-00-S16,86,0,0,0,0,0,37,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HIST263-00-S16,86,1,0,0,0,0,37,0,1,0,43,0,0,0,0,0,0,0,2,0,0
HIST264-07-S16,86,0,0,0,0,0,9,4,1,0,0,0,0,0,0,0,0,0,0,0,0
HIST269-07-S16,86,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HIST274-00-S16,86,5,0,1,0,0,8,0,3,0,7,0,0,0,11,0,0,0,33,0,0
HIST280-00-S16,86,6,0,0,0,0,79,3,11,0,30,0,0,0,2,0,0,0,33,0,0
HIST291-11-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HIST291-12-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HIST291-13-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HIST307-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HIST324-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HIST395-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
IDSC198-00-S16,86,8,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
IDSC202-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
IDSC251-01-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
IDSC251-02-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
IDSC280-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
IDSC289-00-S16,86,0,0,0,0,0,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0
IDSC298-00-S16,86,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
IDSC398-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
interns-S16,86,4,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,9,0,0
JAPN103-01-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JAPN103-02-S16,86,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JAPN206-00-S16,86,6,0,0,0,0,107,1,1,0,0,0,0,0,2,0,0,0,4,0,0
JAPN310-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LATN103-00-S16,86,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LCST101-07-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LCST291-11-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LCST391-11-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LING110-00-S16,86,8,0,0,0,1,58,0,2,0,1,0,0,0,2,0,0,0,77,0,0
LING110-WL0-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LING115-00-S16,86,0,0,0,0,0,120,0,1,0,0,0,0,0,0,0,0,0,2,0,0
LING115-WL0-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LING280-00-S16,86,3,0,0,0,0,31,3,2,0,1,0,0,0,0,0,0,0,36,0,0
LING285-07-S16,86,0,0,0,0,0,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LING286-07-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LING291-11-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LING392-11-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LTAM110-00-S16,86,0,0,0,0,0,4,1,1,0,1,0,0,0,2,0,0,0,18,0,0
LTAM291-11-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LTAM300-00-S16,86,0,0,0,0,0,34,0,3,0,12,0,0,0,0,0,0,0,0,0,0
LTAM398-00-S16,86,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LTAM400-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MATH121-00-S16,86,24,0,0,0,0,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0
MATH211-01-S16,86,23,0,0,0,0,89,7,1,0,44,0,0,0,1,0,0,0,21,0,0
MATH211-02-S16,86,24,0,0,0,0,11,0,2,0,0,0,0,0,0,0,0,0,2,0,0
MATH215-01-S16,86,0,0,0,0,0,8,0,1,0,25,0,0,0,1,0,0,0,13,0,0
MATH215-02-S16,86,13,0,0,0,0,28,0,1,0,28,0,0,0,0,0,0,0,0,0,0
MATH215-WL1-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MATH232-01-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MATH232-02-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
MATH236-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MATH241-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MATH245-00-S16,86,0,0,0,0,0,0,0,2,0,49,0,0,0,2,0,0,0,0,0,0
MATH275-00-S16,86,12,0,0,0,0,34,0,1,0,0,0,0,0,0,0,0,0,1,0,0
MATH280-00-S16,86,1,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0
MATH291-11-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MATH291-12-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MATH291-13-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MATH292-11-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MATH295-00-S16,86,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MATH297-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MATH315-00-S16,86,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0
MATH321-00-S16,86,12,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MATH341-00-S16,86,28,0,0,0,0,34,0,1,0,21,0,0,0,1,0,0,0,6,0,0
MATH352-00-S16,86,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
MATH361-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MATH391-11-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MATH391-12-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MATH391-13-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MATH392-11-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MATH392-12-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MATH395-00-S16,86,0,0,0,0,0,57,0,1,0,0,0,0,0,0,0,0,0,2,0,0
MATH400-01-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MATH400-02-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MATH400-03-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MATH400-04-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MATH400-05-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC101-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC101-01-S16,86,0,0,0,0,1,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC150-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC150-01-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC150-02-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC150-03-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC150-04-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC150J-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC150J-01-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC150J-02-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC150J-03-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC150J-04-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC151-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC151-01-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC151-02-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC151-03-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC151-04-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC151-05-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC151J-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC151J-01-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC151J-02-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC151J-03-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC151J-04-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC151J-05-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC152-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC152J-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC155-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC155-01-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC155-02-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC155-03-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC155J-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC155J-01-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC155J-02-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC155J-03-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC156-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC156-01-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC156-02-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC156-03-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC156J-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC156J-01-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC156J-02-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC156J-03-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC157-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC157-01-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC157J-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC157J-01-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC158-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC158J-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC159-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC159J-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC160-01-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC160-02-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC160J-01-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC160J-02-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC161-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC161J-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC162-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC162J-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC163-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC163J-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC164-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC164J-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC165-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC165J-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC166-01-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC166-02-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC166J-01-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC166J-02-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC167-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC167J-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC168-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC168J-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC169-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC169J-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC170-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC170J-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC171-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC171J-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC172-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC172J-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC174-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC174J-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC175-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC175J-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC176-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC176J-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MUSC177-00-S16,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
