shortname,category,Assignment,Chat,Choice,Database,Feedback,Folder,Forum,Glossary,Label,Language Lesson,Lesson,LTI,Quiz,SCORM,Survey,Wiki,Workshop
IDSC130-00-F15,84,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
IDSC198-00-F15,84,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
IDSC202-00-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
IDSC203-00-F15,84,10,0,0,0,0,2,3,0,3,0,0,0,0,0,0,0,0
IDSC251-01-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IDSC251-02-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IDSC280-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IDSC289-00-F15,84,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
IDSC298-00-F15,84,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0
IDSC398-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAPAN400-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAPN101-01-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAPN101-02-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
japn101-f15,84,0,0,0,0,0,0,3,0,0,7,0,0,42,0,0,0,0
JAPN204-01-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0
JAPN204-02-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0
japn204-f15,84,0,0,0,0,0,1,1,0,0,2,0,1,2,0,0,0,0
JAPN244-00-F15,84,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0
JAPN352-00-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LATN101-00-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LATN204-00-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LATN345-00-F15,84,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0
LCST291-11-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LING115-00-F15,84,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0
LING115-02-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LING115-WL2-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LING217-00-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LING265-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LING340-00-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LING399-00-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Lori Pearson Office Hours,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LTAM100-00-F15,84,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
LTAM400-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MATH100-00-F15,84,25,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0
MATH101-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MATH111-01-F15,84,0,0,0,0,0,0,1,0,43,0,0,0,16,0,0,0,0
MATH111-02-F15,84,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
MATH111-03-F15,84,0,0,0,0,0,0,1,0,42,0,0,0,16,0,0,0,0
math111-f15 (Shereen),84,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0
MATH115-00-F15,84,12,0,0,0,0,0,1,0,29,0,0,0,0,0,0,0,0
MATH121-01-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MATH121-02-F15,84,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0
MATH121-03-F15,84,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
MATH121-04-F15,84,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MATH211-01-F15,84,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MATH211-02-F15,84,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
MATH211-03-F15,84,24,0,0,0,2,7,1,0,1,0,0,0,0,0,0,0,0
MATH211-04-F15,84,28,0,0,0,0,0,1,0,27,0,0,0,0,0,0,0,0
MATH215-01-F15,84,12,0,0,0,1,0,2,0,34,0,0,0,0,0,0,0,0
MATH215-02-F15,84,11,0,0,0,0,0,1,0,26,0,0,0,0,0,0,0,0
MATH232-00-F15,84,27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MATH236-00-F15,84,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MATH244-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MATH245-00-F15,84,1,0,0,0,0,0,1,0,32,0,0,0,0,0,0,0,0
MATH255-00-F15,84,8,0,0,0,1,0,1,0,36,0,0,0,0,0,0,0,0
MATH265-00-F15,84,0,0,0,0,0,0,2,0,21,0,0,0,0,0,0,0,0
MATH280-00-F15,84,1,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0
MATH295-00-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MATH297-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MATH321-00-F15,84,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
MATH354-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MATH395-00-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MATH400-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MATH400-01-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MATH400-02-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MATH400-03-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MATH400-04-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC100-00-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MUSC101-00-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MUSC103-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC108-00-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MUSC110-00-F15,84,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MUSC130-00-F15,84,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0
MUSC132-00-F15,84,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0
MUSC140-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC150-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC150-01-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC150-02-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC150-03-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC150-04-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC150J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC150J-01-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC150J-02-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC150J-03-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC150J-04-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC151-00-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MUSC151-01-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MUSC151-02-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MUSC151-03-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MUSC151-04-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MUSC151-05-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MUSC151J-00-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MUSC151J-01-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MUSC151J-02-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MUSC151J-03-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MUSC151J-04-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MUSC151J-05-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MUSC152-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC152J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC155-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC155-01-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC155-02-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC155-03-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC155J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC155J-01-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC155J-02-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC155J-03-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC156-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC156-01-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC156-02-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC156-03-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC156J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC156J-01-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC156J-02-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC156J-03-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC157-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC157J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC158-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC158J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC159-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC159J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC160-01-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC160-02-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC160J-01-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC160J-02-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC161-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC161J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC162-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC162J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC163-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC163J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC164-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC164J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC165-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC165J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC166-01-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC166-02-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC166J-01-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC166J-02-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC167-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC167J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC168-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC168J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC169-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC169J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC170-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC170J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC171-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC171J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC174-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC174J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC175-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC175J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC176-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC176J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC177-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC177J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC178-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC178J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC179-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC179J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC180-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC180J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC181-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC181J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC182-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC182J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC183-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC183J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC184-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC184J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC185-01-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MUSC185-02-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MUSC186-00-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MUSC187-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC188-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC189-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC190-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC192-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC194-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC195-00-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MUSC197-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC199-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC245-00-F15,84,0,0,1,0,0,0,2,0,6,0,0,0,0,0,0,0,0
MUSC247-01-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MUSC247-02-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
musc247-f15,84,0,0,0,0,0,1,4,0,10,0,0,0,0,0,0,0,0
MUSC250-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC250-01-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC250-02-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC250-03-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC250-04-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC250J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC250J-01-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC250J-02-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC250J-03-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC250J-04-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC251-00-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MUSC251-01-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MUSC251-02-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MUSC251-03-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MUSC251-04-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MUSC251-05-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MUSC251J-00-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MUSC251J-01-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MUSC251J-02-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MUSC251J-03-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MUSC251J-04-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MUSC251J-05-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MUSC252-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC252J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC255-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC255-01-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC255-02-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC255-03-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC255J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC255J-01-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC255J-02-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC255J-03-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC256-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC256-01-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC256-02-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC256-03-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC256J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC256J-01-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC256J-02-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC256J-03-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC257-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC257J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC258-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC258J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC259-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC259J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC260-01-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC260-02-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC260J-01-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC260J-02-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC261-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC261J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC262-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC262J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC263-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC263J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC264-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC264J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC265-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC265J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC266-01-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC266-02-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC266J-01-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC266J-02-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC267-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC267J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC268-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC268J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC269-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC269J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC270-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC270J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC271-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC271J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC274-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC274J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC275-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC275J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC276-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC276J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC277-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC277J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC278-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC278J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC279-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC279J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC280-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC280J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC281-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC281J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC282-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC282J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC283-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC283J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC284-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC284J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC285J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC286J-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC299-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUSC400-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PE101-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PE102-00-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PE103-00-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PE104-00-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PE107-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PE108-00-F15,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PE110-00-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PE125-00-F15,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
